,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
145,Afro-American Studies,AFROAMER/HISTORY  347,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
146,Afro-American Studies,AFROAMER/HISTORY  393,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
147,Afro-American Studies,AFROAMER/AFRICAN  413,3,"Sophomore standing and (AFRICAN 201, 203, 211, 231, or FOLKLORE/AFRICAN  210), or graduate/professional standing",Breadth - Literature. Counts toward the Humanities req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
148,Afro-American Studies,AFROAMER/POLI SCI  519,3,Sophomore standing and (POLI SCI 160 or AFROAMER 151) or (POLI SCI 209 taken prior to fall 2017) or graduate/professional standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
149,Afro-American Studies,AFROAMER/HIST SCI/MED HIST  523,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
150,Afro-American Studies,AFROAMER 525,3,Junior standing; not open to special students,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
151,Afro-American Studies,AFROAMER/ED POL  567,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
152,Afro-American Studies,AFROAMER/GEN&WS  624,3,Sophomore standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
153,Afro-American Studies,AFROAMER/GEN&WS  625,3,Sophomore standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
154,Afro-American Studies,AFROAMER/HISTORY  628,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
155,Afro-American Studies,AFROAMER 631,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
156,Afro-American Studies,AFROAMER 671,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
157,Afro-American Studies,AFROAMER/ENGL  672,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
158,Afro-American Studies,AFROAMER 673,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
159,Afro-American Studies,AFROAMER 675,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
160,Afro-American Studies,AFROAMER/GEN&WS  677,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
161,Afro-American Studies,AFROAMER 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
162,Afro-American Studies,AFROAMER/ED POL/HISTORY  712,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
163,Afro-American Studies,AFROAMER 790,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
164,Afro-American Studies,AFROAMER/ART HIST  801,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
165,Afro-American Studies,AFROAMER/ART HIST  802,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
166,Agricultural and Applied Economics,A A E 215,4,Satisfied Quantitative Reasoning (QR) A requirement,Gen Ed - Quantitative Reasoning Part B Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
167,Agricultural and Applied Economics,A A E/ENVIR ST  244,4,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
168,Agricultural and Applied Economics,A A E 246,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
169,Agricultural and Applied Economics,A A E 267,1,Sophomore standing and declared in Agricultural and Applied Economics or Agricultural Business Management BS,,No,Fall 2023
170,Agricultural and Applied Economics,A A E 299,1,Consent of instructor,,"Yes, unlimited number of completions",Fall 2023
171,Agricultural and Applied Economics,A A E/ECON/REAL EST/URB R PL  306,3,"(ECON 101, 111, or A A E 215) or declared in undergraduate Business Exchange program",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
172,Agricultural and Applied Economics,A A E 319,3,"A A E 215, ECON 101, or 111",,"Yes, unlimited number of completions",Fall 2022
173,Agricultural and Applied Economics,A A E 320,3,"A A E 215, ECON 101, or 111",,No,Fall 2023
174,Agricultural and Applied Economics,A A E 322,4,"A A E 215, ECON 101, or 111",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
175,Agricultural and Applied Economics,A A E 323,3,Sophomore standing and satisfied Quantitative Reasoning (QR) A requirement,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
176,Agricultural and Applied Economics,A A E 335,2,,,No,Fall 2023
177,Agricultural and Applied Economics,A A E/C&E SOC/SOC  340,3,"SOC/C&E SOC  140, SOC 181, 210, or 211",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
178,Agricultural and Applied Economics,A A E/ECON/ENVIR ST  343,3,"A A E 215, ECON 101, or 111",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
179,Agricultural and Applied Economics,A A E/AGRONOMY/NUTR SCI  350,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
180,Agricultural and Applied Economics,A A E 352,4,Satisfied Quantitative Reasoning (QR) A requirement,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
181,Agricultural and Applied Economics,A A E/AGRONOMY/HORT/PL PATH  367,3,ENVIR ST/AGROECOL/AGRONOMY/C&E SOC/ENTOM  103 or graduate/professional standing,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
182,Agricultural and Applied Economics,A A E/ECON  371,3,"A A E 215, ECON 101, or 111",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
183,Agricultural and Applied Economics,A A E/INTL ST  373,3,"A A E 215, ECON 101, 102, or 111",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
184,Agricultural and Applied Economics,A A E/INTL ST  374,3,"A A E 215, ECON 101, 102, or 111",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
185,Agricultural and Applied Economics,A A E 375,1,,,"Yes, unlimited number of completions",Spring 2023
186,Agricultural and Applied Economics,A A E 399,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Workplace - Workplace Experience Course,"Yes, unlimited number of completions",Fall 2023
187,Agricultural and Applied Economics,A A E 419,3,"A A E 215, ECON 101, or 111",,No,Spring 2023
188,Agricultural and Applied Economics,A A E/ECON  421,4,"STAT 301, 371, ECON 310, SOC/C&E SOC  360, PSYCH 210, or (GEN BUS 306 and 307)",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
189,Agricultural and Applied Economics,A A E 422,3,"A A E 215, ECON 101, 111, or graduate/professional standing",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
190,Agricultural and Applied Economics,A A E/ECON/INTL BUS  462,3,"A A E 215, ECON 101, or 111",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
191,Agricultural and Applied Economics,A A E/ECON  473,3,"A A E 215, ECON 101, 111, or graduate/professional standing",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
192,Agricultural and Applied Economics,A A E/ECON  474,3,"A A E 215, ECON 101, or 111",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
193,Agricultural and Applied Economics,A A E/ECON  477,3,"A A E 215, ECON 101, 111, or graduate/professional standing",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
194,Agricultural and Applied Economics,A A E 500,3,"Senior standing and (declared in Agricultural  Applied Economics, B.S. or Agricultural Business Management, B.S.)",,No,Spring 2023
195,Agricultural and Applied Economics,A A E/REAL EST/URB R PL  520,3,ECON 301 or 311 or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
196,Agricultural and Applied Economics,A A E/ECON  526,4,"(MATH 211 or 221), ECON 301, and STAT 301, or graduate/professional standing",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
197,Agricultural and Applied Economics,A A E/ECON/F&W ECOL  531,3,ECON 301 or 311 or graduate/professional standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
198,Agricultural and Applied Economics,A A E/M H R  540,3,Graduate/professional standing and (ECON 301 or 311),Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
199,Agricultural and Applied Economics,A A E 635,3,"MATH 222 and (ECON 301 or 311), or graduate/professional standing",Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
200,Agricultural and Applied Economics,A A E 636,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
201,Agricultural and Applied Economics,A A E 637,4,A A E 636,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
202,Agricultural and Applied Economics,A A E 641,3,A A E 635 and 636,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
203,Agricultural and Applied Economics,A A E 642,3,A A E 635 and 636,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
204,Agricultural and Applied Economics,A A E 643,3,A A E 635 and 636,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
205,Agricultural and Applied Economics,A A E/F&W ECOL  652,3,"MATH 112, 114, or 171 or placement into MATH 211 or 221",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
206,Agricultural and Applied Economics,A A E 670,3,"(ECON 101, 111 or A A E 215) and (MATH 211, 217, 221 or 275) or graduate/professional standing",,No,Summer 2023
207,Agricultural and Applied Economics,A A E/ECON/ENVIR ST/URB R PL  671,3,"Graduate/professional standing or (senior standing and A A E 215, ECON 101, or 111)",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
