,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
1898,College of Letters & Science,Communication Sciences and Disorders,CS&D 854,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1899,College of Letters & Science,Communication Sciences and Disorders,CS&D 855,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1900,College of Letters & Science,Communication Sciences and Disorders,CS&D 856,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1901,College of Letters & Science,Communication Sciences and Disorders,CS&D 857,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1902,College of Letters & Science,Communication Sciences and Disorders,CS&D 858,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1903,College of Letters & Science,Communication Sciences and Disorders,CS&D 859,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1904,College of Letters & Science,Communication Sciences and Disorders,CS&D 860,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1905,College of Letters & Science,Communication Sciences and Disorders,CS&D 861,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1906,College of Letters & Science,Communication Sciences and Disorders,CS&D 862,3,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1907,College of Letters & Science,Communication Sciences and Disorders,CS&D 863,3,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1908,College of Letters & Science,Communication Sciences and Disorders,CS&D 865,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1909,College of Letters & Science,Communication Sciences and Disorders,CS&D 866,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1910,College of Letters & Science,Communication Sciences and Disorders,CS&D 867,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1911,College of Letters & Science,Communication Sciences and Disorders,CS&D 891,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1912,College of Letters & Science,Communication Sciences and Disorders,CS&D 892,1,CS&D 891,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1913,College of Letters & Science,Communication Sciences and Disorders,CS&D 893,1,CS&D 892,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1914,College of Letters & Science,Communication Sciences and Disorders,CS&D 894,2,CS&D 893,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1915,College of Letters & Science,Communication Sciences and Disorders,CS&D 899,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1916,College of Letters & Science,Communication Sciences and Disorders,CS&D 900,2,Declared in Communication Sciences and Disorders MS or PhD,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1917,College of Letters & Science,Communication Sciences and Disorders,CS&D 921,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1918,College of Letters & Science,Communication Sciences and Disorders,CS&D 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1919,College of Letters & Science,Communication Sciences and Disorders,CS&D 999,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1920,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/AGROECOL/AGRONOMY/ENTOM/ENVIR ST  103,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1921,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  140,4,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1922,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  210,3,Satisfied Communications A requirement. Not open to students with credit for SOC 181 or C&E SOC/SOC  211,Gen Ed - Communication Part B Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1923,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  211,3,Not open to students with credit for SOC 181 or C&E SOC/SOC  210,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1924,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  222,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1925,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/F&W ECOL/SOC  248,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1926,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/HISTORY/POLI SCI/SOC  259,1,Junior or senior standing only,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
1927,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/AFROAMER/ANTHRO/GEOG/HISTORY/LACIS/POLI SCI/SOC/SPANISH  260,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1928,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC 299,1,Consent of instructor,,"Yes, unlimited number of completions",Spring 2022
1929,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/A A E/SOC  340,3,"SOC/C&E SOC  140, SOC 181, 210, or 211",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1930,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  341,3,3 credits in CE SOC or SOC,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1931,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  343,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
1932,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  357,3,"Sophomore standing or (SOC 181, SOC/C&E SOC  140, 210, or 211)",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1933,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  360,4,Satisfied Quantitative Reasoning (QR) A requirement,Gen Ed - Quantitative Reasoning Part B Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1934,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  361,4,"C&E SOC/SOC  360, ECON 310, PSYCH 210, GEOG 360, MATH/STAT  310, STAT 301, or graduate/professional standing",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirementHonors - Accelerated Honors (!),No,Fall 2023
1935,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  365,3,"C&E SOC/SOC  360, PSYCH 210, STAT 301, ECON 310, MATH/STAT  310, or GEOG 360",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1936,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/POP HLTH  370,3,Sophomore standing,Breadth - Either Social Science or Natural Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1937,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC 375,1,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
1938,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC 399,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Workplace - Workplace Experience Course,"Yes, unlimited number of completions",Fall 2023
1939,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/CURRIC/ENVIR ST  405,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1940,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/ENVIR ST/GEOG  434,3,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1941,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  475,3,"Sophomore standing or (SOC 181, SOC/C&E SOC  140, 210, or 211)",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1942,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC 500,3,Senior standing,,No,Spring 2023
1943,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  532,3,Junior standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
1944,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  533,3,"SOC 181, SOC/C&E SOC  140, 210, or 211",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1945,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/ENVIR ST/SOC  540,3,"SOC 181, SOC/C&E SOC  140, 210, or 211",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1946,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  541,3,"SOC 181, SOC/C&E SOC  140, 210, 211, F&W ECOL/C&E SOC/SOC  248, ENVIR ST 112, 113, GEOG/ENVIR ST  139, 337, 339, GEOG 101, or graduate/professional standing",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
1947,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/AGRONOMY/MED HIST/PHILOS  565,3,Junior standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
1948,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/SOC  573,3,"Junior standing or (SOC 181, SOC/C&E SOC  140, 210, or 211)",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
1949,College of Agricultural and Life Sciences,Community and Environmental Sociology,C&E SOC/AMER IND/SOC  578,3,"SOC/C&E SOC  140, 210, 211, or SOC 181",Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2020
